gene_id	geneset
gene:YFR024C-A	Cytoplasm
gene:YOR197W	Cytoplasm
gene:YGL151W	Nucleus
gene:YGL197W	Cytoplasm
gene:YLR438C-A	Nucleus
gene:YLR370C	Cytoplasm
gene:YJR053W	Cytoplasm
gene:YLR153C	Cytoplasm
gene:YKR099W	Nucleus
gene:YIL132C	Cytoplasm
gene:YGL116W	Nucleus
gene:YER040W	Nucleus
gene:YBL013W	Mitochondrion
gene:YDR051C	Cytoplasm
gene:YBR040W	Membrane
gene:YAL022C	Membrane
gene:YAL056W	Cytoplasm
gene:YIL049W	Endoplasmic reticulum membrane
gene:YER083C	Endoplasmic reticulum membrane
gene:YAR073W	Cytoplasm
gene:YEL007W	Cytoplasm
gene:YHR015W	Cytoplasm
gene:YBR298C	Membrane
gene:YGL025C	Nucleus
gene:YOL013C	Endoplasmic reticulum membrane
gene:YHR132W-A	Cytoplasm
gene:YOR358W	Nucleus
gene:YBR009C; YNL030W	Nucleus
gene:YJL073W	Endoplasmic reticulum membrane
gene:YNL059C	Nucleus
gene:YGR036C	Endoplasmic reticulum membrane
gene:YLR058C	Cytoplasm
gene:YNL255C	Cytoplasm
gene:YKL093W	Mitochondrion
gene:YPL116W	Nucleus
gene:YML062C	Nucleus
gene:YIL170W	Membrane
gene:YJR119C	Nucleus
gene:YDL004W	Mitochondrion
gene:YHR166C	Nucleus
gene:YDR298C	Mitochondrion
gene:YDR530C	Cytoplasm
gene:YDL216C	Cytoplasm
gene:YGL246C	Nucleus
gene:YDL248W	Membrane
gene:YBR036C	Endoplasmic reticulum membrane
gene:YHR113W	Cytoplasm
gene:YLR274W	Nucleus
gene:YJL110C	Nucleus
gene:YJR140C	Nucleus
gene:YOR109W	Cytoplasm
gene:YHR079C	Endoplasmic reticulum membrane
gene:YDR377W	Mitochondrion
gene:YHL021C	Mitochondrion
gene:YOR258W	Nucleus
gene:YBR155W	Cytoplasm
gene:YNL107W	Cytoplasm
gene:YMR282C	Mitochondrion
gene:YCL027W	Membrane
gene:YEL038W	Cytoplasm
gene:YAL059W	Nucleus
gene:YKL184W	Cytoplasm
gene:YMR309C	Cytoplasm
gene:YLR270W	Cytoplasm
gene:YDR339C	Nucleus
gene:YPR070W	Nucleus
gene:YJL052W	Cytoplasm
gene:YOR092W	Endoplasmic reticulum membrane
gene:YHR104W	Cytoplasm
gene:YPR023C	Nucleus
gene:YDL164C	Mitochondrion
gene:YGR007W	Cytoplasm
gene:YDR440W	Nucleus
gene:YFL024C	Nucleus
gene:YDR308C	Nucleus
gene:YAL012W	Cytoplasm
gene:YBR079C	Cytoplasm
gene:YFL021W	Nucleus
gene:YNL260C	Nucleus
gene:YMR213W	Cytoplasm
gene:YJR080C	Mitochondrion
gene:YJL090C	Nucleus
gene:YKR049C	Mitochondrion
gene:YML101C	Cytoplasm
gene:YBL011W	Endoplasmic reticulum membrane
gene:YPR164W	Nucleus
gene:YKL165C	Endoplasmic reticulum membrane
gene:YNL265C	Cytoplasm
gene:YPL001W	Cytoplasm
gene:YDR345C	Membrane
gene:YMR294W	Cytoplasm
gene:YMR290C	Nucleus
gene:YER051W	Nucleus
gene:YBL032W	Cytoplasm
gene:YBR167C	Nucleus
gene:YNR053C	Nucleus
gene:YER165W	Cytoplasm
gene:YGR089W	Endoplasmic reticulum membrane
gene:YDL173W	Cytoplasm
gene:YGR145W	Nucleus
gene:YAL043C	Nucleus
gene:YBL095W	Mitochondrion
gene:YNL295W	Mitochondrion
gene:YPL211W	Cytoplasm
gene:YGR087C	Cytoplasm
gene:YCR021C	Membrane
gene:YBL026W	Nucleus
gene:YGR249W	Nucleus
gene:YER057C	Cytoplasm
gene:YCL026C-B	Cytoplasm
gene:YCL067C	Nucleus
gene:YPL249C	Cytoplasm
gene:YOR269W	Cytoplasm
gene:YKR084C	Cytoplasm
gene:YNL106C	Cytoplasm
gene:YDR062W	Cytoplasm
gene:YMR284W	Nucleus
gene:YJL164C	Cytoplasm
gene:YNL015W	Cytoplasm
gene:YJR072C	Cytoplasm
gene:YGR052W	Mitochondrion
gene:YLR100W	Endoplasmic reticulum membrane
gene:YBR247C	Cytoplasm
gene:YNL155W	Cytoplasm
gene:YPL119C	Cytoplasm
gene:YBR201W	Endoplasmic reticulum membrane
gene:YGR001C	Cytoplasm
gene:YGL209W	Nucleus
gene:YJR158W	Membrane
gene:YNR072W	Membrane
gene:YJL044C	Cytoplasm
gene:YJL162C	Cytoplasm
gene:YOR164C	Cytoplasm
gene:YLR238W	Membrane
gene:YBR271W	Cytoplasm
gene:YMR189W	Mitochondrion
gene:YDR528W	Cytoplasm
gene:YNL147W	Nucleus
gene:YMR217W	Cytoplasm
gene:YOR123C	Nucleus
gene:YDR497C	Membrane
gene:YJR094C	Nucleus
gene:YKL133C	Membrane
gene:YER078C	Nucleus
gene:YNL104C	Cytoplasm
gene:YGL130W	Nucleus
gene:YEL059W	Membrane
gene:YOR038C	Nucleus
gene:YER055C	Cytoplasm
gene:YML075C	Endoplasmic reticulum membrane
gene:YOR322C	Cytoplasm
gene:YFL042C	Endoplasmic reticulum membrane
gene:YHR085W	Nucleus
gene:YEL033W	Membrane
gene:YGL011C	Cytoplasm
gene:YJL198W	Membrane
gene:YAL028W	Endoplasmic reticulum membrane
gene:YBR202W	Cytoplasm
gene:YPL204W	Cytoplasm
gene:YNL268W	Membrane
gene:YJL103C	Nucleus
gene:YFL011W	Membrane
gene:YKL017C	Cytoplasm
gene:YDR072C	Membrane
gene:YIL002C	Cytoplasm
gene:YJL094C	Membrane
gene:YHR082C	Nucleus
gene:YKR038C	Cytoplasm
gene:YBR205W	Membrane
gene:YBR088C	Nucleus
gene:YKL009W	Nucleus
gene:YNL200C	Cytoplasm
gene:YMR277W	Nucleus
gene:YNL199C	Nucleus
gene:YAL005C	Cytoplasm
gene:YLR432W	Cytoplasm
gene:YOL064C	Cytoplasm
gene:YFL013C	Nucleus
gene:YNL221C	Cytoplasm
gene:YNL091W	Cytoplasm
gene:YDR383C	Nucleus
gene:YCL004W	Mitochondrion
gene:YMR070W	Nucleus
gene:YJL088W	Cytoplasm
gene:YLL062C	Cytoplasm
gene:YCR065W	Cytoplasm
gene:YFR038W	Nucleus
gene:YPL244C	Endoplasmic reticulum membrane
gene:YLR095C	Nucleus
gene:YPR038W	Membrane
gene:YMR289W	Cytoplasm
gene:YNR030W	Endoplasmic reticulum membrane
gene:YER061C	Mitochondrion
gene:YDR106W	Cytoplasm
gene:YLR290C	Mitochondrion
gene:YFL055W	Membrane
gene:YMR064W	Mitochondrion
gene:YPR135W	Nucleus
gene:YPL069C	Cytoplasm
gene:YKL069W	Cytoplasm
gene:YML074C	Nucleus
gene:YLR047C	Membrane
gene:YBR233W-A	Nucleus
gene:YFR012W	Membrane
gene:YPL240C	Cytoplasm
gene:YLR023C	Endoplasmic reticulum membrane
gene:YDL029W	Cytoplasm
gene:YLR085C	Cytoplasm
gene:YMR033W	Nucleus
gene:YIL130W	Nucleus
gene:YOR175C	Endoplasmic reticulum membrane
gene:YDR441C	Cytoplasm
gene:YMR126C	Membrane
gene:YCL011C	Nucleus
gene:YPL048W	Cytoplasm
gene:YDL233W	Nucleus
gene:YIL149C	Nucleus
gene:YNR055C	Membrane
gene:YNL064C	Cytoplasm
gene:YLL018C-A	Cytoplasm
gene:YIL096C	Nucleus
gene:YLR241W	Membrane
gene:YNL166C	Cytoplasm
gene:Q0075	Mitochondrion
gene:YCR011C	Endoplasmic reticulum membrane
gene:YOL151W	Cytoplasm
gene:YAL031C	Cytoplasm
gene:YOR262W	Cytoplasm
gene:YBL035C	Nucleus
gene:YKR054C	Cytoplasm
gene:YNL111C	Endoplasmic reticulum membrane
gene:YNL270C	Membrane
gene:YBR151W	Cytoplasm
gene:YER093C-A	Membrane
gene:YOR016C	Endoplasmic reticulum membrane
gene:YLR276C	Nucleus
gene:YNL024C	Cytoplasm
gene:YFR041C	Endoplasmic reticulum membrane
gene:YDR005C	Cytoplasm
gene:YBR143C	Cytoplasm
gene:YOR241W	Mitochondrion
gene:YJL201W	Cytoplasm
gene:YER176W	Cytoplasm
gene:YMR202W	Endoplasmic reticulum membrane
gene:YAL019W	Nucleus
gene:YGL027C	Endoplasmic reticulum membrane
gene:YER060W-A	Membrane
gene:YOR388C	Cytoplasm
gene:YGR288W	Nucleus
gene:YDL182W	Cytoplasm
gene:YAL061W	Cytoplasm
gene:YNL278W	Cytoplasm
gene:YHR107C	Membrane
gene:YDR161W	Cytoplasm
gene:YAL049C	Cytoplasm
gene:YFR046C	Nucleus
gene:YPL141C	Cytoplasm
gene:YBL040C	Endoplasmic reticulum membrane
gene:YBL047C	Cytoplasm
gene:YDR021W	Nucleus
gene:YLR228C	Cytoplasm
gene:YOR371C	Cytoplasm
gene:YHR089C	Nucleus
gene:YKL078W	Nucleus
gene:YBR210W	Membrane
gene:YEL009C	Nucleus
gene:YNL065W	Membrane
gene:YBL084C	Cytoplasm
gene:YLR295C	Mitochondrion
gene:YHR183W	Cytoplasm
gene:YPR057W	Nucleus
gene:YBL074C	Cytoplasm
gene:YNL042W	Cytoplasm
gene:YGL256W	Mitochondrion
gene:YLR170C	Cytoplasm
gene:YGR192C	Cytoplasm
gene:YDR359C	Nucleus
gene:YNL112W	Cytoplasm
gene:YNL038W	Membrane
gene:YBR098W	Nucleus
gene:YGL194C	Nucleus
gene:YPR046W	Nucleus
gene:YGL157W	Cytoplasm
gene:YGR097W	Cytoplasm
gene:YMR116C	Cytoplasm
gene:YJR147W	Cytoplasm
gene:YNL236W	Nucleus
gene:YBL075C	Cytoplasm
gene:YIL034C	Cytoplasm
gene:YDR299W	Nucleus
gene:YNR019W	Endoplasmic reticulum membrane
gene:YLR449W	Nucleus
gene:YDL045C	Cytoplasm
gene:YBR008C	Membrane
gene:YMR211W	Cytoplasm
gene:YNL080C	Endoplasmic reticulum membrane
gene:YDR320C-A	Nucleus
gene:YDR399W	Cytoplasm
gene:YJR060W	Nucleus
gene:YDR318W	Nucleus
gene:YDR254W	Nucleus
gene:YAR019C	Cytoplasm
gene:YJL134W	Endoplasmic reticulum membrane
gene:YER088C	Nucleus
gene:YHR187W	Cytoplasm
gene:YGL121C	Cytoplasm
gene:YIL098C	Mitochondrion
gene:YKL055C	Mitochondrion
gene:YAL044C	Mitochondrion
gene:YPR124W	Membrane
gene:YLR071C	Nucleus
gene:YOR174W	Nucleus
gene:YHR058C	Nucleus
gene:YBR120C	Mitochondrion
gene:YNL138W	Cytoplasm
gene:YBR041W	Membrane
gene:YBR278W	Nucleus
gene:YNL313C	Cytoplasm
gene:YMR220W	Cytoplasm
gene:YER179W	Nucleus
gene:YJR129C	Cytoplasm
gene:YMR276W	Nucleus
gene:YLR223C	Nucleus
gene:YPR019W	Nucleus
gene:YKL053C-A	Cytoplasm
gene:YLR342W	Mitochondrion
gene:YDR517W	Cytoplasm
gene:YLR364W	Cytoplasm
gene:YIL019W	Nucleus
gene:YOL149W	Cytoplasm
gene:YPL096C-A	Endoplasmic reticulum membrane
gene:YFL016C	Mitochondrion
gene:YLR175W	Nucleus
gene:YKL191W	Cytoplasm
gene:YDR172W	Cytoplasm
gene:YER136W	Cytoplasm
gene:YOR051C	Nucleus
gene:YOL126C	Cytoplasm
gene:YIL172C	Cytoplasm
gene:YML056C	Cytoplasm
gene:YNL142W	Membrane
gene:YKL094W	Cytoplasm
gene:YOR303W	Cytoplasm
gene:YJR097W	Cytoplasm
gene:YLL043W	Membrane
gene:YNL164C	Cytoplasm
gene:YIL020C	Cytoplasm
gene:YFR017C	Cytoplasm
gene:YDR138W	Nucleus
gene:YMR011W	Membrane
gene:YDR225W	Nucleus
gene:YIR005W	Cytoplasm
gene:YMR065W	Endoplasmic reticulum membrane
gene:YNL037C	Mitochondrion
gene:YCR020W-B	Nucleus
gene:YDL108W	Nucleus
gene:YHR148W	Nucleus
gene:YBL091C	Cytoplasm
gene:YGL049C	Cytoplasm
gene:YMR251W	Cytoplasm
gene:YNL075W	Nucleus
gene:YOL123W	Cytoplasm
gene:YDR343C	Membrane
gene:YEL069C	Membrane
gene:YEL001C	Endoplasmic reticulum membrane
gene:YMR044W	Nucleus
gene:YMR048W	Nucleus
gene:YER080W	Mitochondrion
gene:YNR033W	Cytoplasm
gene:YHR013C	Cytoplasm
gene:YLL052C	Endoplasmic reticulum membrane
gene:YBR112C	Nucleus
gene:YOL023W	Mitochondrion
gene:YCL066W	Nucleus
gene:YHL003C	Endoplasmic reticulum membrane
gene:YJR076C	Membrane
gene:YDR374W-A	Nucleus
gene:YJL180C	Mitochondrion
gene:YDL132W	Cytoplasm
gene:YIR028W	Membrane
gene:YLR143W	Cytoplasm
gene:YOR080W	Nucleus
gene:YLR253W	Mitochondrion
gene:YKL064W	Membrane
gene:YMR299C	Cytoplasm
gene:YGR284C	Endoplasmic reticulum membrane
gene:YKR083C	Nucleus
gene:YNL293W	Cytoplasm
gene:YKL217W	Membrane
gene:YKR063C	Nucleus
gene:YGL150C	Nucleus
gene:YHR080C	Endoplasmic reticulum membrane
gene:YBR140C	Cytoplasm
gene:YMR106C	Nucleus
gene:YDL146W	Cytoplasm
gene:YHR198C	Mitochondrion
gene:YJL115W	Nucleus
gene:YPL194W	Cytoplasm
gene:YNL076W	Nucleus
gene:YPL280W	Cytoplasm
gene:YDR173C	Nucleus
gene:YJR016C	Mitochondrion
gene:YHR094C	Membrane
gene:YMR207C	Mitochondrion
gene:YBR245C	Nucleus
gene:YJR036C	Nucleus
gene:YDR524C	Cytoplasm
gene:YJL131C	Mitochondrion
gene:YLR094C	Cytoplasm
gene:YCR069W	Membrane
gene:YER143W	Cytoplasm
gene:YPL101W	Cytoplasm
gene:YGR100W	Cytoplasm
gene:YHR067W	Mitochondrion
gene:YNL045W	Cytoplasm
gene:YPR005C	Cytoplasm
gene:YJL051W	Membrane
gene:YGR040W	Nucleus
gene:YDL117W	Cytoplasm
gene:YLR065C	Endoplasmic reticulum membrane
gene:YDL209C	Nucleus
gene:YGL077C	Membrane
gene:YPL121C	Nucleus
gene:YLL061W	Membrane
gene:YOR189W	Nucleus
gene:YJL153C	Cytoplasm
gene:YDR118W	Cytoplasm
gene:YAL021C	Cytoplasm
gene:YJR100C	Mitochondrion
gene:YGR227W	Endoplasmic reticulum membrane
gene:YOL057W	Cytoplasm
gene:YJR013W	Endoplasmic reticulum membrane
gene:YML104C	Cytoplasm
gene:YDR516C	Cytoplasm
gene:YBR253W	Nucleus
gene:YIL072W	Nucleus
gene:YEL032W	Nucleus
gene:YOL146W	Nucleus
